title,score,synopsis,Action,Adventure,Animation,Avant Garde,Award Winning,Biography,Boys Love,Comedy,Crime,Documentary,Drama,Ecchi,Family,Fantasy,Game-Show,Girls Love,Gourmet,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Slice of Life,Sport,Sports,Supernatural,Suspense,Talk-Show,Thriller,War,Western
GetBackers,7.58,"Mido Ban Amano Ginji known Get Backers , retrievers success rate 100 % . Whatever lost stolen , definitely get back . Despite powerful abilities enthusiastic behavior , Ban Ginji terminally broke matter simply people would actually desire hire . result , pair tend dangerous jobs , often leading unwanted re-encounters old ( dangerous ) friends .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gunslinger Girl,7.39,"heart Italy , Social Welfare Agency rescues young girls hospital beds gives second chance life using latest cybernetic advancements . artificially enhanced bodies , girls brainwashed trained assassins carry dirty work Italian Government . Despite modifications , still children heart , struggling recognition love , even knowing love feel manufactured . tragic tale unfolds girls grapple emotions agency treats nothing ruthless killers . [ Written MAL Rewrite ]",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kareshi Kanojo no Jijou,7.6,"Yukino Miyazawa female representative class popular girl among freshmen high school . Good academics sports top elegant sociable , object admiration life . However , reality , incredibly vain person toils relentlessly maintain good grades , athleticism , graceful appearance . wants nothing center attention praise—which stand Souichirou Arima , male representative class person perfect . Since first day high school , struggled steal spotlight new rival avail . last , midterm exams , Yukino gets top score beats Souichirou . , surprise , congratulates achievement , leading question deceptive lifestyle . Souichirou confesses love Yukino , turns gloats home hint regret . next day , Souichirou visits Yukino house bring CD sees uninhibited self action ; equipped truth , blackmails completing student council duties . Coerced spending time Souichirou , Yukino learns one hiding secrets . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blood+,7.62,"Saya Otonashi seemingly ordinary girl living mundane life adoptive family Okinawa City . fact , peculiarities suffering anemia unable remember life beyond previous year . However , Saya 's forgotten past quickly comes back haunt her—one night , attacked school creature feeds human blood . hope seems lost , mysterious man named Haji appears fends creature temporarily . rescuer forces drink blood , Saya suddenly enters trance slays monster ease , using blood catalyst . Saya learns organization named Red Shield , founded sole purpose defeating hellish beasts . Saya Haji must work together Red Shield fight fearsome monsters unlock secrets girl 's past . [ Written MAL Rewrite ]",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Solty Rei,7.27,"future-based disaster-ridden city enormous gap rich poor , hard tell humans walking around cybernetic body parts . makes Roy Revant 's job renegade bounty hunter/bodyguard-for-hire even difficult . young girl unbeliveable strength rescues particularly dangerous criminal , Roy realizes perhaps help found strangest places . Joining together others , engage battle find truth behind giant conglomerates supposedly serving mankind making life better . Solty , android lost memory , escaped hunted RUC Security Bureau . encounters bounty hunter Roy adopts daughter hired bodygaurd Miranda . ( Source : ANN )",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shaman King,7.75,"battle begin Tokyo : Shaman Fight , tournament held every five hundred years shaman—those command spirits—confront combat . victor contest becomes Shaman King one able contact control Great Spirit , allowing reshape world please immense power . late night walk , Manta Oyamada runs classmate , carefree Asakura , invites come stargazing friends , , Manta 's horror , turn ghosts local cemetery ! However , knowledge Manta possesses—a rare sixth sense allows Manta see spirits—endears boy . finds new comrade beaten local gang , decides avenge help Amidamaru , samurai ghost whose tomb broken gang leader . Soon Manta uncovers world spirits , including Shaman Fight , new friend aims claim victory . [ Written MAL Rewrite ]",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
X,7.41,"destiny finally arrived young Shirou Kamui returns Tokyo 6 years . powerful psychic , Kamui vows protect happiness childhood friends Fuuma Kotori , even means avoiding . fate cruel , whether Kamui wants involved ; holds future world hands , given choice becoming Dragon Heaven Dragon Earth . Seven Seals gather , Seven Angels ; individuals destiny carved one would battle fate world . future Kamui choose become reality ?",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Peace Maker Kurogane,7.3,"Although traumatized witnessing murder parents one Choushuu , Ichimura Tetsunosuke 's thirst revenge lead desire strength . age 15 , Tetsunosuke approached Shinsengumi , wanting become one members . However , Tetsunosuke lacked skill , mind emotionlessly cut whoever threatened peace Shinsengumi . Even support brother Tatsunosuke newfound friends Shinsengumi , little Tetsunosuke know blood pain would face part historical group .",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samurai 7,7.44,"far distant future , planet might called `` earth '' , war samurai mechanized bodies . long war , people enjoyed modest peace . Facing starvation abductions hands fearsome mechanized bandits ( Nobuseri ) , farmers Kanna Village make dangerous choice hire samurai protection . village 's water priestess , Kirara , younger sister , Komachi , heartbroken villager , Rikichi , set hire willing samurai nothing offer rice meager harvests . dangerous encounters bit luck , seven samurai varying specialties experience gathered epic battle bandits merchants influence . Samurai 7 based loosely upon Kurosawa Akira 's famous movie `` Seven Samurai '' / '' Shichinin Samurai ''",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scrapped Princess,7.38,"Born royal family , Pacifica Casull earned nickname `` Scrapped Princess '' apocalyptic prophecy foretells destroying world 16th birthday . Rescued certain death kindly family , takes shelter adoptive older brother sister , Shannon Raquel Casull . news survival reaches ears God Mauser 's worshippers , issue death costs , forcing Pacifica flee life . Plagued threats church , nobility even common people , three siblings attempt outrun fate Pacifica destined bring , questioning one girl 's life worth world 's demise . true nature Scrapped Princess , along harrowing revelations world , becomes apparent princess ' 16th birthday fast approaches . [ Written MAL Rewrite ]",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tenkuu no Escaflowne,7.67,"Hitomi Kanzaki ordinary 15-year-old schoolgirl interest tarot cards fortune telling , one night , boy named Van Fanel suddenly appears sky along vicious dragon . Thanks premonition Hitomi , Van successfully kills dragon , pillar light appears envelopes . result , Hitomi finds transported world Gaea , mysterious land Earth hangs sky . new land , Hitomi soon discovers Van prince Kingdom Fanelia , soon falls attack evil empire Zaibach . attempt fight , Van boards family 's ancient guymelef Escaflowne—a mechanized battle suit—but fails defeat , Fanelia ends destroyed . run , Hitomi Van encounter handsome Asturian knight named Allen Schezar , Hitomi shocked find looks exactly like crush Earth . new allies side , Van Hitomi fight back forces Zaibach empire strives revive ancient power . [ Written MAL Rewrite ]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Initial D First Stage,8.32,"Unlike friends , Takumi Fujiwara particularly interested cars , little knowledge world car enthusiasts street racers . son tofu shop owner , tasked deliver tofu every morning without fail , driving along mountain Akina . Thus , conversations regarding cars driving general would remind Takumi tiring daily routine forced upon . One night , Akagi Red Suns , infamous team street racers , visit town Akina challenge local mountain pass . Led two aces , Ryousuke Keisuke Takahashi , Red Suns plan conquer every racing course Kanto , establishing fastest crew region . However , much disbelief , one aces overtaken old Toyota AE86 drive back home Akina . incident , Takahashi brothers cautious mysterious driver geared remarkable technique experience local roads—the AE86 Mount Akina . [ Written MAL Rewrite ]",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial D Third Stage,7.89,"Takumi Fujiwara skilled street racer , suffers crushing loss team Emperor 's leader Kyoichi Sudou due AE86 experiencing engine failure . Doubting abilities , recent high school graduate approached Akagi RedSuns ' team leader Ryousuke Takahashi , proposes formation professional street racing team . Although would ideal way improve street racer , Takumi remains undecided . young street racer takes become professional ? Perhaps Ryousuke RedSuns help reevaluate doubts misconceptions concerning street racing . However , first foremost , Takumi decides settle score Kyoichi Sudou ... [ Written MAL Rewrite ]",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Macross Zero,7.51,"Taking place one year Zentraedi arrive Earth , Macross Zero chronicles final days war U.N. Spacy anti-U.N. factions . shot anti-U.N. 's newest fighter plane , ace pilot Shin Kudo finds remote island Mayan , technology almost non-existent . Shin stays island heal wounds , tranqulity island shattered battle involves UN 's newest fighter - VF-0 . ( Source : ANN )",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Speed Grapher,7.31,"Ten years Bubble War , dichotomy rich poor world becomes prominent Japan exception . rich seek satisfy desires derive pleasure , Tokyo materialized city result . Saiga , war photographer , works Hibara Ginza capitalist state Tokyo . infiltrates Roppongi Club , secretive base located red light district city , collect information . However , caught process brought forward girl called Kagura midst ritual . contact Kagura awakens special ability : power make things explode photographed . order unravel mystery behind Roppongi Club Kagura , Saiga begins solitary battle .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sen to Chihiro no Kamikakushi,8.78,"Stubborn , spoiled , naïve , 10-year-old Chihiro Ogino less pleased parents discover abandoned amusement park way new house . Cautiously venturing inside , realizes place meets eye , strange things begin happen dusk falls . Ghostly apparitions food turns parents pigs start—Chihiro unwittingly crossed spirit world . trapped , must summon courage live work amongst spirits , help enigmatic Haku cast unique characters meets along way . Vivid intriguing , Sen Chihiro Kamikakushi tells story Chihiro 's journey unfamiliar world strives save parents return home . [ Written MAL Rewrite ]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R.O.D: Read or Die,7.63,"Yomiko Readman lovable , near-sighted bibliomaniac working substitute teacher Japanese high school . real identity , however , secret agent British Library Special Operations Division . codename : `` Paper . '' moniker denotes supernatural ability freely manipulate paper object imagine , including tools weapons fight powerful self-serving IJIN ( Great Historical Figure ) Army ! Along partner , enigmatic `` Ms . Deep , '' Yomiko travels across world attempt solve mystery behind reincarnation historical figures attempt control world . ( Source : RightStuf )",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ranma ½,7.76,"Ranma Saotome top-class martial artist prodigy Saotome `` Anything-Goes '' school martial arts . training China , father meet terrible fate accidentally fall cursed spring . , Ranma cursed turn girl splashed cold water , hot water turn back boy . Things complicated Ranma discovers father arranged marry one Soun Tendo 's three daughters order secure future Tendo dojo . Though Soun learns Ranma 's predicament , still determined go ahead engagement , chooses youngest daughter Akane , happens skilled martial artist notorious hating men . Ranma ½ follows hilarious adventures Ranma Akane encounter various opponents , meet new love interests , find different ways make angry , engagement hangs head . [ Written MAL Rewrite ]",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elfen Lied,7.49,"Lucy special breed human referred `` Diclonius , '' born short pair horns invisible telekinetic hands lands victim inhumane scientific experimentation government . However , circumstances present opportunity escape , Lucy , corrupted confinement torture , unleashes torrent bloodshed escapes captors . breakout , receives crippling head injury leaves split personality : someone mentality harmless child possessing limited speech capacity . state instability , stumbles upon two college students , Kouta cousin Yuka , unknowingly take injured fugitive care , unaware murderous tendencies . act kindness change lives , soon find dragged shadowy world government secrecy conspiracy . [ Written MAL Rewrite ]",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jigoku Shoujo,7.61,"said someone seeks revenge , dig two graves—and especially true use Hell Correspondence website . stroke midnight , ominous web domain becomes accessible , whoever inputs name grudge get visit Ai Enma , Hell Girl . Ai explains send target 's soul hell , requester also end hell die . , price far steep ; others , spend afterlife bearing current , day-to-day hell . one thing certain : Hell Girl always available need revenge , stoically performs duty ferrying souls darkness . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
